85172020,Computational neurogenetic modeling,
84866545,Computational neuroscience,
84865874,Computational physics,
85166710,Computational scientist,
85172021,Computational semiotics,
84868394,Computational statistics,
84866284,Computational transportation science,
85170869,Computer audition,
84868717,Computer security,
85171063,Computer shogi,
84868870,Computing,
85171292,Consensus dynamics,
84869095,Control theory,
85173221,Coolfluid,
85167034,Corpus linguistics,
85178460,Cryptography,
85171794,Cyberware,
84868301,Data science,
85166578,Decision theory,
84868720,Deep learning (Discipline),
84867445,Dendrology,
85173187,Descriptive complexity theory,
84868463,Descriptive statistics,
84868786,Differential calculus,
84869011,Differential geometry,
84869005,Differential topology,
85173317,Digital humanities,
85173323,Digital leisure studies,
84868472,Dimensional metrology,
84868412,Directional statistics,
84869032,Distributed computing,
85172225,Distribution learning theory,
85172927,Distributional semantics,
85171233,Domain adaptation,
85170877,Dynamic epistemic logic,
85172025,Dynamical systems theory,
85171016,Egocentric vision,
85172145,Electricity price forecasting,
85171836,Engineering psychology,
84868436,Environmental statistics,
84868400,Estimation statistics,
84874488,Euclidean geometry,
84874491,Euclidean solid geometry,
84869020,Finsler manifold,
85166542,Formal epistemology,
85172045,Formal ontology,
85166485,Formal science concept,
84868834,Fourier analysis,
84868831,Functional analysis,
85170886,Game theory,
84869014,General topology,
84868313,Geographic information science,
85171619,Geometric topology,
84868999,Geometry,
85171545,Geometry processing,
84868421,Geostatistics,
85170888,Grammar systems theory,
85171243,Granular computing,
85171099,Hands-on computing,
85167829,Hardware interface design,
84868475,High-definition metrology,
84868430,High-dimensional statistics,
84868466,Higher-order statistics,
85171547,Holography,
85173113,Homeokinetics,
85172641,Hydroacoustics,
85171018,Image analysis,
84866287,In silicomedicine,
85170893,Inductive programming,
84868286,Information science,
84868993,Information system (Discipline),
84874494,Integral geometry,
85171112,Interactive machine translation,
85171868,Interactive visualization,
85170758,Knowledge representation and reasoning,
84868843,Lattice (order),
85171446,Legal information retrieval,
84874476,Linear algebra,
84868708,Machine learning,
85170972,Machine translation,
84868424,Markov chain geostatistics,
85173096,Matched molecular pair analysis,
84874455,Mathematical analysis,
84866497,Mathematical and theoretical biology,
84864491,Mathematical chemistry,
84874458,Mathematical logic,
84874464,Mathematical psychology,
84868391,Mathematical statistics,
85166711,Mathematician,
84874452,Mathematics,
85172762,Medical image computing,
85171754,Mereology,
84874497,Metric space,
84872117,Mobile computing,
85171116,Mobile interaction,
84863926,Model output statistics,
85167995,Model theory,
85173358,Multi-core processor,
85173359,Multidelay block frequency domain adaptive filter,
84874479,Multilinear algebra,
85173311,Multiscale modeling,
84869029,Multivariable calculus,
84868427,Multivariate statistics,
84865966,Nambu mechanics,
84865021,Nanorobotics,
85170908,Natural language processing,
85170909,Natural language understanding,
85173281,Neural coding,
85172158,Neural cryptography,
85173282,Neural decoding,
85170911,Neural modeling fields,
85172766,Non-contact thermography,
84865619,Nonlinear optics,
85173363,Nonuniform sampling,
85172027,Numerical algebraic geometry,
